xvals,yvals,upper,lower,factor,dx_variable,period,first_year,last_year
7.4,-5.14059622601476,-0.275365887223185,-10.0058265648063,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
7.5,-5.20511915998943,-0.283831681542305,-10.1264066384365,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
7.6,-5.26964209396432,-0.292264828888913,-10.2470193590397,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
7.7,-5.33416502793896,-0.300661156490769,-10.3676688993872,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
7.8,-5.39868796191366,-0.309024190051963,-10.4883517337754,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
7.9,-5.46321089588842,-0.317345726361083,-10.6090760654158,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
8,-5.52773382986323,-0.32564937686205,-10.7298182828644,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
8.1,-5.59225676383805,-0.333912749439482,-10.8506007782366,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
8.2,-5.65677969781264,-0.342146980184899,-10.9714124154404,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
8.3,-5.72130263178752,-0.35035815538948,-11.0922471081856,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
8.4,-5.78582556576209,-0.358533682175618,-11.2131174493486,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
8.5,-5.8503484997371,-0.366681954844696,-11.3340150446295,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
8.6,-5.91487143371175,-0.374814319184104,-11.4549285482394,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
8.7,-5.97939436768646,-0.38291526254572,-11.5758734728272,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
8.8,-6.04391730166119,-0.390983860706315,-11.6968507426161,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
8.9,-6.10844023563601,-0.399044213180257,-11.8178362580918,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
9,-6.17296316961073,-0.407067708348527,-11.9388586308729,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
9.1,-6.23748610358555,-0.415072646838976,-12.0598995603321,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
9.2,-6.30200903756016,-0.423049664882659,-12.1809684102377,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
9.3,-6.36653197153501,-0.431019593876385,-12.3020443491936,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
9.4,-6.43105490550956,-0.438956540524519,-12.4231532704946,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
9.5,-6.49557783948444,-0.446878978762651,-12.5442767002062,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
9.6,-6.56010077345925,-0.454781051411827,-12.6654204955067,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
9.7,-6.62462370743394,-0.462664711725408,-12.7865827031425,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
9.8,-6.68914664140861,-0.470525308112053,-12.9077679747052,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
9.9,-6.75366957538343,-0.478374896912182,-13.0289642538547,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
10,-6.81819250935828,-0.48619851234102,-13.1501865063755,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
10.1,-6.88271544333303,-0.494011099708693,-13.2714197869574,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
10.2,-6.94723837730771,-0.501807308625452,-13.39266944599,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
10.3,-7.01176131128237,-0.509586550588604,-13.5139360719761,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
10.4,-7.07628424525721,-0.517350271434845,-13.6352182190796,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
10.5,-7.14080717923208,-0.525095126403417,-13.7565192320607,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
10.6,-7.20533011320667,-0.532819364847863,-13.8778408615655,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
10.7,-7.2698530471813,-0.540543471559851,-13.9991626228028,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
10.8,-7.33437598115634,-0.548249333702864,-14.1205026286098,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
10.9,-7.39889891513081,-0.555941104083463,-14.2418567261782,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
11,-7.46342184910573,-0.563607646836763,-14.3632360513747,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
11.1,-7.52794478308061,-0.571275015037526,-14.4846145511237,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
11.2,-7.5924677170553,-0.57892434778921,-14.6060110863214,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
11.3,-7.65699065102989,-0.586550004636329,-14.7274312974235,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
11.4,-7.72151358500475,-0.594187787948855,-14.8488393820606,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
11.5,-7.78603651897936,-0.601794851288211,-14.9702781866705,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
11.6,-7.85055945295445,-0.609422585259843,-15.0916963206491,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
11.7,-7.91508238692893,-0.616994394534571,-15.2131703793233,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
11.8,-7.97960532090367,-0.624555599394062,-15.3346550424133,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
11.9,-8.0441282548784,-0.632125979288437,-15.4561305304684,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
12,-8.10865118885343,-0.639716876634819,-15.577585501072,GDP_pc_PPP_log,GDP,2008 - 2016,2008,2016
6,1.41575255717068,3.98794606864133,-1.15644095429998,eci,eci,2009 - 2016,2009,2016
6.1,1.34341848694046,3.85480210743166,-1.16796513355074,eci,eci,2009 - 2016,2009,2016
6.2,1.27108441671008,3.72194031150342,-1.17977147808325,eci,eci,2009 - 2016,2009,2016
6.3,1.19875034647985,3.58935560106034,-1.19185490810065,eci,eci,2009 - 2016,2009,2016
6.4,1.12641627624949,3.45709814920916,-1.20426559671018,eci,eci,2009 - 2016,2009,2016
6.5,1.05408220601917,3.32516937267197,-1.21700496063363,eci,eci,2009 - 2016,2009,2016
6.6,0.981748135788835,3.19359546577615,-1.23009919419847,eci,eci,2009 - 2016,2009,2016
6.7,0.909414065558544,3.06242062604202,-1.24359249492493,eci,eci,2009 - 2016,2009,2016
6.8,0.837079995328185,2.93167493867463,-1.25751494801826,eci,eci,2009 - 2016,2009,2016
6.9,0.764745925097827,2.80138921431699,-1.27189736412133,eci,eci,2009 - 2016,2009,2016
7,0.692411854867517,2.67160470502452,-1.28678099528948,eci,eci,2009 - 2016,2009,2016
7.1,0.620077784637315,2.54236745111772,-1.30221188184309,eci,eci,2009 - 2016,2009,2016
7.2,0.54774371440694,2.41372969409792,-1.31824226528404,eci,eci,2009 - 2016,2009,2016
7.3,0.475409644176682,2.28574403003554,-1.33492474168217,eci,eci,2009 - 2016,2009,2016
7.4,0.403075573946427,2.1584761611854,-1.35232501329255,eci,eci,2009 - 2016,2009,2016
7.5,0.330741503716121,2.03199775531341,-1.37051474788116,eci,eci,2009 - 2016,2009,2016
7.6,0.258407433485705,1.90638274922827,-1.38956788225686,eci,eci,2009 - 2016,2009,2016
7.7,0.18607336325547,1.78171733469445,-1.4095706081835,eci,eci,2009 - 2016,2009,2016
7.8,0.113739293025077,1.65810434563793,-1.43062575958778,eci,eci,2009 - 2016,2009,2016
7.9,0.0414052227948369,1.53563408394101,-1.45282363835134,eci,eci,2009 - 2016,2009,2016
8,-0.0309288474355455,1.41444595128033,-1.47630364615142,eci,eci,2009 - 2016,2009,2016
8.1,-0.103262917665834,1.29465452862831,-1.50118036395998,eci,eci,2009 - 2016,2009,2016
8.2,-0.175596987896004,1.17642904630456,-1.52762302209656,eci,eci,2009 - 2016,2009,2016
8.3,-0.247931058126351,1.05992486266858,-1.55578697892129,eci,eci,2009 - 2016,2009,2016
8.4,-0.320265128356719,0.945323179696864,-1.5858534364103,eci,eci,2009 - 2016,2009,2016
8.5,-0.392599198587107,0.832814179075399,-1.61801257624961,eci,eci,2009 - 2016,2009,2016
8.6,-0.464933268817355,0.722616783489732,-1.65248332112444,eci,eci,2009 - 2016,2009,2016
8.7,-0.537267339047622,0.614960986389399,-1.68949566448464,eci,eci,2009 - 2016,2009,2016
8.8,-0.609601409278007,0.51008083375006,-1.72928365230607,eci,eci,2009 - 2016,2009,2016
8.9,-0.681935479508271,0.408216233131937,-1.77208719214848,eci,eci,2009 - 2016,2009,2016
9,-0.754269549738594,0.309642503086538,-1.81818160256373,eci,eci,2009 - 2016,2009,2016
9.1,-0.826603619968901,0.214594816603561,-1.86780205654136,eci,eci,2009 - 2016,2009,2016
9.2,-0.89893769019921,0.123312502290929,-1.92118788268935,eci,eci,2009 - 2016,2009,2016
9.3,-0.971271760429588,0.0359947841845899,-1.97853830504377,eci,eci,2009 - 2016,2009,2016
9.4,-1.04360583065983,-0.0471643246696304,-2.04004733665003,eci,eci,2009 - 2016,2009,2016
9.5,-1.11593990089011,-0.12603890617754,-2.10584089560268,eci,eci,2009 - 2016,2009,2016
9.6,-1.18827397112045,-0.200535678354657,-2.17601226388624,eci,eci,2009 - 2016,2009,2016
9.7,-1.26060804135082,-0.270627231266466,-2.25058885143517,eci,eci,2009 - 2016,2009,2016
9.8,-1.33294211158109,-0.336345853957571,-2.32953836920461,eci,eci,2009 - 2016,2009,2016
9.9,-1.4052761818114,-0.397770695075871,-2.41278166854693,eci,eci,2009 - 2016,2009,2016
10,-1.4776102520417,-0.455052028500383,-2.50016847558302,eci,eci,2009 - 2016,2009,2016
10.1,-1.54994432227199,-0.508361197692921,-2.59152744685105,eci,eci,2009 - 2016,2009,2016
10.2,-1.62227839250231,-0.557910142600667,-2.68664664240396,eci,eci,2009 - 2016,2009,2016
10.3,-1.69461246273246,-0.603940294578326,-2.7852846308866,eci,eci,2009 - 2016,2009,2016
10.4,-1.76694653296295,-0.64669428317341,-2.88719878275249,eci,eci,2009 - 2016,2009,2016
10.5,-1.83928060319323,-0.686427499098631,-2.99213370728782,eci,eci,2009 - 2016,2009,2016
10.6,-1.91161467342356,-0.723387037962541,-3.09984230888457,eci,eci,2009 - 2016,2009,2016
10.7,-1.98394874365393,-0.757811849610157,-3.21008563769771,eci,eci,2009 - 2016,2009,2016
10.8,-2.05628281388415,-0.78993381609707,-3.32263181167123,eci,eci,2009 - 2016,2009,2016
10.9,-2.12861688411445,-0.819957989441813,-3.43727577878708,eci,eci,2009 - 2016,2009,2016
11,-2.20095095434468,-0.848085452373216,-3.55381645631614,eci,eci,2009 - 2016,2009,2016
11.1,-2.27328502457499,-0.874496043414004,-3.67207400573598,eci,eci,2009 - 2016,2009,2016
11.2,-2.3456190948054,-0.899357038605619,-3.79188115100517,eci,eci,2009 - 2016,2009,2016
11.3,-2.4179531650358,-0.922812332081161,-3.91309399799043,eci,eci,2009 - 2016,2009,2016
11.4,-2.49028723526611,-0.944993067692478,-4.03558140283975,eci,eci,2009 - 2016,2009,2016
11.5,-2.56262130549638,-0.966019806625221,-4.15922280436754,eci,eci,2009 - 2016,2009,2016
11.6,-2.6349553757266,-0.98600694315733,-4.28390380829587,eci,eci,2009 - 2016,2009,2016
11.7,-2.70728944595702,-1.00504291135697,-4.40953598055706,eci,eci,2009 - 2016,2009,2016
11.8,-2.77962351618739,-1.02321350111445,-4.53603353126033,eci,eci,2009 - 2016,2009,2016
11.9,-2.85195758641761,-1.04060205610451,-4.66331311673071,eci,eci,2009 - 2016,2009,2016
12,-2.92429165664798,-1.05727251601345,-4.7913107972825,eci,eci,2009 - 2016,2009,2016
6,-3.71162952343439,0.748033676583143,-8.17129272345191,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
6.1,-3.78396359366482,0.739288357037451,-8.30721554436708,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
6.2,-3.85629766389504,0.730623865447482,-8.44321919323755,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
6.3,-3.92863173412545,0.722002009750244,-8.57926547800115,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
6.4,-4.00096580435563,0.713466744520328,-8.7153983532316,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
6.5,-4.07329987458613,0.704954325083671,-8.85155407425594,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
6.6,-4.14563394481632,0.696528400755386,-8.98779629038803,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
6.7,-4.21796801504654,0.688156557207767,-9.12409258730084,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
6.8,-4.290302085277,0.679830303063395,-9.26043447361739,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
6.9,-4.36263615550712,0.671573440748558,-9.39684575176279,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
7,-4.43497022573764,0.663343431310993,-9.53328388278627,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
7.1,-4.50730429596784,0.655167641776393,-9.66977623371206,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
7.2,-4.57963836619821,0.647038748850191,-9.80631548124661,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
7.3,-4.65197243642866,0.63894694143641,-9.94289181429373,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
7.4,-4.7243065066588,0.630903762385309,-10.0795167757029,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
7.5,-4.79664057688929,0.622901591056769,-10.2161827448353,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
7.6,-4.86897464711928,0.614949487496284,-10.3528987817348,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
7.7,-4.94130871734987,0.607017145446537,-10.4896345801463,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
7.8,-5.01364278757998,0.599141335994571,-10.6264269111545,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
7.9,-5.08597685781045,0.591275797355075,-10.763229512976,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
8,-5.15831092804065,0.583453756327186,-10.9000756124085,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
8.1,-5.2306449982708,0.575680738690094,-11.0369707352317,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
8.2,-5.30297906850129,0.567926864955751,-11.1738850019583,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
8.3,-5.37531313873163,0.560191364223378,-11.3108176416866,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
8.4,-5.44764720896196,0.552496644843794,-11.4477910627677,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
8.5,-5.51998127919205,0.544855905509531,-11.5848184638936,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
8.6,-5.59231534942248,0.537217239022082,-11.7218479378671,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
8.7,-5.66464941965291,0.529589986807034,-11.8588888261129,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
8.8,-5.73698348988328,0.522016287958227,-11.9959832677248,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
8.9,-5.80931756011345,0.514452251696629,-12.1330873719235,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
9,-5.88165163034357,0.506934590620315,-12.2702378513075,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
9.1,-5.95398570057413,0.499429170117894,-12.4074005712662,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
9.2,-6.02631977080439,0.491938249190213,-12.544577790799,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
9.3,-6.09865384103477,0.484467019706199,-12.6817747017757,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
9.4,-6.17098791126498,0.477044445592839,-12.8190202681228,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
9.5,-6.24332198149522,0.469627362504623,-12.9562713254951,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
9.6,-6.31565605172569,0.46220111473705,-13.0935132181884,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
9.7,-6.38799012195603,0.454839600903934,-13.230819844816,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
9.8,-6.46032419218634,0.447497675955191,-13.3681460603279,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
9.9,-6.53265826241664,0.440148403736789,-13.5054649285701,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
10,-6.60499233264694,0.432822923062867,-13.6428075883568,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
10.1,-6.67732640287731,0.425514439152577,-13.7801672449072,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
10.2,-6.74966047310732,0.418241579611346,-13.917562525826,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
10.3,-6.82199454333782,0.410991442675808,-14.0549805293515,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
10.4,-6.89432861356794,0.403732744534738,-14.1923899716706,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
10.5,-6.96666268379866,0.396468182712264,-14.3297935503096,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
10.6,-7.03899675402884,0.389266653129556,-14.4672601611872,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
10.7,-7.11133082425885,0.382086833489852,-14.6047484820076,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
10.8,-7.18366489448919,0.374874510086384,-14.7422042990648,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
10.9,-7.25599896471948,0.367698192481415,-14.8796961219204,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
11,-7.32833303495007,0.36054191619705,-15.0172079860972,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
11.1,-7.40066710518036,0.353372196924322,-15.154706407285,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
11.2,-7.47300117541029,0.346256279264137,-15.2922586300847,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
11.3,-7.54533524564085,0.339149339851136,-15.4298198311328,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
11.4,-7.61766931587119,0.332012562127416,-15.5673511938698,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
11.5,-7.69000338610167,0.324930364775843,-15.7049371369792,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
11.6,-7.76233745633187,0.317845609587345,-15.8425205222511,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
11.7,-7.83467152656232,0.310774202341942,-15.9801172554666,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
11.8,-7.90700559679262,0.30373011954013,-16.1177413131254,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
11.9,-7.97933966702292,0.296673983042759,-16.2553533170886,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
12,-8.0516737372529,0.289641324622734,-16.3929887991285,GDP_pc_PPP_log,GDP,2009 - 2016,2009,2016
6,-0.860386342875233,1.85086383703178,-3.57163652278224,eci,eci,2010 - 2016,2010,2016
6.1,-0.86854052138387,1.77904613972192,-3.51612718248966,eci,eci,2010 - 2016,2010,2016
6.2,-0.876694699892498,1.70746679477041,-3.4608561945554,eci,eci,2010 - 2016,2010,2016
6.3,-0.884848878401131,1.6361425780262,-3.40584033482846,eci,eci,2010 - 2016,2010,2016
6.4,-0.893003056909705,1.56509565800152,-3.35110177182093,eci,eci,2010 - 2016,2010,2016
6.5,-0.901157235418363,1.49434641348253,-3.29666088431926,eci,eci,2010 - 2016,2010,2016
6.6,-0.909311413926973,1.42391774495464,-3.24254057280859,eci,eci,2010 - 2016,2010,2016
6.7,-0.917465592435586,1.35384059852872,-3.18877178339989,eci,eci,2010 - 2016,2010,2016
6.8,-0.925619770944231,1.28413790093751,-3.13537744282597,eci,eci,2010 - 2016,2010,2016
6.9,-0.933773949452851,1.21484698748009,-3.08239488638579,eci,eci,2010 - 2016,2010,2016
7,-0.941928127961468,1.14600059734013,-3.02985685326307,eci,eci,2010 - 2016,2010,2016
7.1,-0.950082306470077,1.07764271799913,-2.97780733093929,eci,eci,2010 - 2016,2010,2016
7.2,-0.958236484978702,1.00981282207688,-2.92628579203429,eci,eci,2010 - 2016,2010,2016
7.3,-0.966390663487323,0.942563384495791,-2.87534471147044,eci,eci,2010 - 2016,2010,2016
7.4,-0.974544841995948,0.875952396018782,-2.82504208001068,eci,eci,2010 - 2016,2010,2016
7.5,-0.982699020504564,0.810038991148244,-2.77543703215737,eci,eci,2010 - 2016,2010,2016
7.6,-0.99085319901319,0.744892354622924,-2.7265987526493,eci,eci,2010 - 2016,2010,2016
7.7,-0.999007377521825,0.680591538714434,-2.67860629375808,eci,eci,2010 - 2016,2010,2016
7.8,-1.00716155603043,0.617226912411089,-2.63155002447196,eci,eci,2010 - 2016,2010,2016
7.9,-1.01531573453905,0.554891613210232,-2.58552308228833,eci,eci,2010 - 2016,2010,2016
8,-1.02346991304766,0.493703950270699,-2.54064377636601,eci,eci,2010 - 2016,2010,2016
8.1,-1.03162409155632,0.433781848676534,-2.49703003178918,eci,eci,2010 - 2016,2010,2016
8.2,-1.03977827006488,0.375261873792522,-2.45481841392228,eci,eci,2010 - 2016,2010,2016
8.3,-1.04793244857355,0.318309775612906,-2.41417467276001,eci,eci,2010 - 2016,2010,2016
8.4,-1.05608662708216,0.263089804843703,-2.37526305900802,eci,eci,2010 - 2016,2010,2016
8.5,-1.06424080559077,0.20979604255899,-2.33827765374053,eci,eci,2010 - 2016,2010,2016
8.6,-1.07239498409939,0.158642451412331,-2.30343241961111,eci,eci,2010 - 2016,2010,2016
8.7,-1.08054916260803,0.109860199176647,-2.2709585243927,eci,eci,2010 - 2016,2010,2016
8.8,-1.08870334111663,0.0636993984165706,-2.24110608064983,eci,eci,2010 - 2016,2010,2016
8.9,-1.09685751962526,0.0204297447432864,-2.2141447839938,eci,eci,2010 - 2016,2010,2016
9,-1.1050116981339,-0.0196700084089456,-2.19035338785885,eci,eci,2010 - 2016,2010,2016
9.1,-1.11316587664254,-0.0563116020831365,-2.17002015120194,eci,eci,2010 - 2016,2010,2016
9.2,-1.12132005515112,-0.089209229038288,-2.15343088126396,eci,eci,2010 - 2016,2010,2016
9.3,-1.12947423365973,-0.11808703522218,-2.14086143209727,eci,eci,2010 - 2016,2010,2016
9.4,-1.13762841216836,-0.142695633576617,-2.13256119076011,eci,eci,2010 - 2016,2010,2016
9.5,-1.14578259067703,-0.162818803821635,-2.12874637753242,eci,eci,2010 - 2016,2010,2016
9.6,-1.15393676918561,-0.178292825795408,-2.12958071257582,eci,eci,2010 - 2016,2010,2016
9.7,-1.16209094769426,-0.189011802698839,-2.13517009268967,eci,eci,2010 - 2016,2010,2016
9.8,-1.17024512620285,-0.194938517961368,-2.14555173444434,eci,eci,2010 - 2016,2010,2016
9.9,-1.17839930471149,-0.19610525007639,-2.16069335934658,eci,eci,2010 - 2016,2010,2016
10,-1.18655348322014,-0.192612893450442,-2.18049407298983,eci,eci,2010 - 2016,2010,2016
10.1,-1.19470766172872,-0.184622826993806,-2.20479249646364,eci,eci,2010 - 2016,2010,2016
10.2,-1.20286184023733,-0.17234588458621,-2.23337779588846,eci,eci,2010 - 2016,2010,2016
10.3,-1.21101601874598,-0.15603192267711,-2.26600011481486,eci,eci,2010 - 2016,2010,2016
10.4,-1.21917019725458,-0.135953246000731,-2.30238714850842,eci,eci,2010 - 2016,2010,2016
10.5,-1.22732437576319,-0.112396804676886,-2.3422519468495,eci,eci,2010 - 2016,2010,2016
10.6,-1.23547855427178,-0.085649378429282,-2.38530773011428,eci,eci,2010 - 2016,2010,2016
10.7,-1.24363273278046,-0.0559926248585188,-2.43127284070239,eci,eci,2010 - 2016,2010,2016
10.8,-1.25178691128908,-0.0236961940566478,-2.47987762852152,eci,eci,2010 - 2016,2010,2016
10.9,-1.25994108979771,0.0109888693653541,-2.53087104896078,eci,eci,2010 - 2016,2010,2016
11,-1.26809526830628,0.0478319585507141,-2.58402249516328,eci,eci,2010 - 2016,2010,2016
11.1,-1.276249446815,0.0866117009469529,-2.63911059457696,eci,eci,2010 - 2016,2010,2016
11.2,-1.2844036253236,0.127142183961214,-2.69594943460841,eci,eci,2010 - 2016,2010,2016
11.3,-1.29255780383215,0.169247724518231,-2.75436333218252,eci,eci,2010 - 2016,2010,2016
11.4,-1.30071198234085,0.212766409536926,-2.81419037421862,eci,eci,2010 - 2016,2010,2016
11.5,-1.30886616084949,0.257562167135778,-2.87529448883476,eci,eci,2010 - 2016,2010,2016
11.6,-1.31702033935814,0.303510525706648,-2.93755120442293,eci,eci,2010 - 2016,2010,2016
11.7,-1.32517451786665,0.35050297524582,-3.00085201097912,eci,eci,2010 - 2016,2010,2016
11.8,-1.33332869637527,0.398431717323844,-3.06508911007437,eci,eci,2010 - 2016,2010,2016
11.9,-1.34148287488388,0.44721251159553,-3.13017826136329,eci,eci,2010 - 2016,2010,2016
12,-1.34963705339263,0.496760772637973,-3.19603487942323,eci,eci,2010 - 2016,2010,2016
6,0.466554298867709,5.03969315358614,-4.10658455585073,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
6.1,0.458400120359071,5.09743032787789,-4.18063008715975,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
6.2,0.450245941850446,5.15523569294872,-4.25474380924783,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
6.3,0.442091763341819,5.21310955308453,-4.3289260264009,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
6.4,0.433937584833218,5.27104631814372,-4.40317114847728,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
6.5,0.425783406324588,5.32904507599521,-4.47747826334604,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
6.6,0.417629227815961,5.38710230772805,-4.55184385209613,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
6.7,0.409475049307338,5.44521707325382,-4.62626697463914,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
6.8,0.401320870798719,5.50338374916941,-4.70074200757197,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
6.9,0.393166692290092,5.56160310002514,-4.77526971544496,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
7,0.385012513781478,5.6198745045472,-4.84984947698425,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
7.1,0.37685833527285,5.67819282099232,-4.92447615044662,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
7.2,0.368704156764227,5.73655910190695,-4.9991507883785,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
7.3,0.360549978255612,5.79497013836886,-5.07387018185763,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
7.4,0.352395799746982,5.85342388348518,-5.14863228399121,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
7.5,0.344241621238364,5.91192072414906,-5.22343748167233,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
7.6,0.336087442729745,5.97045633210712,-5.29828144664763,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
7.7,0.32793326422111,6.0290306680464,-5.37316413960418,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
7.8,0.319779085712506,6.08764334394946,-5.44808517252445,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
7.9,0.311624907203862,6.14629178512573,-5.523041970718,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
8,0.303470728695271,6.20497674376487,-5.59803528637433,GDP_pc_PPP_log,GDP,2010 - 2016,2010,2016
