Year,Penn_GDP_PPP,population,GNIpc,PropertyRights,period,ccode,eci,GDP_pc_growth,KOF_econ,pop_growth,hc,primary_exports_1_share_country,oil_exports_share_country,coal_and_metal_exports_share_country,AdvancedCountry,OPECdummy,political_rel,economic_rel,legal_rel
1980,,26745,,,"(1975,1980]",MCO,,,,1.317294171,,,,,1,0,,,
1981,,27164,,,"(1980,1985]",MCO,,,,1.554502727,,,,,1,0,,,
1982,,27624,,,"(1980,1985]",MCO,,,,1.679239284,,,,,1,0,,,
1983,,28095,,,"(1980,1985]",MCO,,,,1.690666448,,,,,1,0,,,
1984,,28512,,,"(1980,1985]",MCO,,,,1.473342672,,,,,1,0,,,
1985,,28835,,,"(1980,1985]",MCO,,,,1.126487578,,,,,1,0,,,
1986,,29041,,,"(1985,1990]",MCO,,,,0.711869756,,,,,1,0,,,
1987,,29172,,,"(1985,1990]",MCO,,,,0.45007205,,,,,1,0,,,
1988,,29235,,,"(1985,1990]",MCO,,,,0.215727651,,,,,1,0,,,
1989,,29312,,,"(1985,1990]",MCO,,,,0.263036686,,,,,1,0,,,
1990,,29439,,,"(1985,1990]",MCO,,,,0.43233374,,,,,1,0,,,
1991,,29624,,,"(1990,1995]",MCO,,,,0.626451772,,,,,1,0,,,
1992,,29863,,,"(1990,1995]",MCO,,,,0.803541231,,,,,1,0,,,
1993,,30138,,,"(1990,1995]",MCO,,,,0.916657808,,,,,1,0,,,
1994,,30427,,,"(1990,1995]",MCO,,,,0.954353813,,,,,1,0,,,
1995,,30691,,,"(1990,1995]",MCO,,,,0.863907988,,,,,1,0,,,
1996,,30967,,,"(1995,2000]",MCO,,,,0.895266935,,,,,1,0,,,
1997,,31251,,,"(1995,2000]",MCO,,,,0.912925431,,,,,1,0,,,
1998,,31523,,,"(1995,2000]",MCO,,,,0.866606246,,,,,1,0,,,
1999,,31800,,,"(1995,2000]",MCO,,,,0.874885166,,,,,1,0,,,
2000,,32082,,,"(1995,2000]",MCO,,,,0.882883541,,,,,1,0,,,
2001,,32360,,,"(2000,2005]",MCO,,,,0.8627967,,,,,1,0,,,
2002,,32629,,,"(2000,2005]",MCO,,,,0.82783713,,,,,1,0,,,
2003,,32933,,,"(2000,2005]",MCO,,,,0.927373109,,,,,1,0,,,
2004,,33314,,,"(2000,2005]",MCO,,,,1.150253448,,,,,1,0,,,
2005,,33793,,,"(2000,2005]",MCO,,,,1.427595139,,,,,1,0,,,
2006,,34408,,,"(2005,2010]",MCO,,,,1.803541503,,,,,1,0,,,
2007,,35111,,,"(2005,2010]",MCO,,,,2.022537621,,,,,1,0,,,
2008,,35853,,,"(2005,2010]",MCO,,,,2.091277386,,,,,1,0,,,
2009,,36534,,,"(2005,2010]",MCO,,,,1.88160883,,,,,1,0,,,
2010,,37094,,,"(2005,2010]",MCO,,,,1.521189761,,,,,1,0,,,
2011,,37497,,,"(2010,2015]",MCO,,,,1.080569831,,,,,1,0,,,
2012,,37783,,,"(2010,2015]",MCO,,,,0.759833624,,,,,1,0,,,
2013,,37971,,,"(2010,2015]",MCO,,,,0.496344446,,,,,1,0,,,
2014,,38132,,,"(2010,2015]",MCO,,,,0.423111415,,,,,1,0,,,
2015,,38307,,,"(2010,2015]",MCO,,,,0.457882248,,,,,1,0,,,
1960,,22452,,,"(1955,1960]",MCO,,,,-53.425295,,,,,1,0,,,
1961,,22808,,,"(1960,1965]",MCO,,,,1.573165453,,,,,1,0,,,
1962,,23039,,,"(1960,1965]",MCO,,,,1.00770805,,,,,1,0,,,
1963,,23168,,,"(1960,1965]",MCO,,,,0.55835841,,,,,1,0,,,
1964,,23236,,,"(1960,1965]",MCO,,,,0.293078393,,,,,1,0,,,
1965,,23282,,,"(1960,1965]",MCO,,,,0.19777297,,,,,1,0,,,
1966,,23305,,,"(1965,1970]",MCO,,,,0.09874,,,,,1,0,,,
1967,,23292,,,"(1965,1970]",MCO,,,,-0.055797585,,,,,1,0,,,
1968,,23304,,,"(1965,1970]",MCO,,,,0.051506568,,,,,1,0,,,
1969,,23346,,,"(1965,1970]",MCO,,,,0.180064357,,,,,1,0,,,
2016,,38499,,,"(2015,2020]",MCO,,,,50.02066037,,,,,1,0,,,
1960,,2544000,7620,,"(1955,1960]",MDA,,,,,,,,,0,0,,,
1961,,2605000,7620,,"(1960,1965]",MDA,,,,2.369502973,,,,,0,0,,,
1962,,2664000,7620,,"(1960,1965]",MDA,,,,2.239607747,,,,,0,0,,,
1963,,2721000,7620,,"(1960,1965]",MDA,,,,2.117070712,,,,,0,0,,,
1964,,2774000,7620,,"(1960,1965]",MDA,,,,1.929086209,,,,,0,0,,,
1965,,2825000,7620,,"(1960,1965]",MDA,,,,1.821804271,,,,,0,0,,,
1966,,2873000,7620,,"(1965,1970]",MDA,,,,1.68484154,,,,,0,0,,,
1967,,2918000,7620,,"(1965,1970]",MDA,,,,1.55416701,,,,,0,0,,,
1968,,2960000,7620,,"(1965,1970]",MDA,,,,1.429081824,,,,,0,0,,,
1969,,3002000,7620,,"(1965,1970]",MDA,,,,1.408946488,,,,,0,0,,,
1970,,3044000,7620,,"(1965,1970]",MDA,,,37.62194061,1.389370679,,,,,0,0,,,
1971,,3088000,7620,,"(1970,1975]",MDA,,,37.62194061,1.435119216,,,,,0,0,,,
1972,,3131000,7620,,"(1970,1975]",MDA,,,37.62194061,1.382881018,,,,,0,0,,,
1973,,3174000,7620,,"(1970,1975]",MDA,,,37.62194061,1.364017976,,,,,0,0,,,
1974,,3215000,7620,,"(1970,1975]",MDA,,,37.62194061,1.283473559,,,,,0,0,,,
1975,,3251000,7620,,"(1970,1975]",MDA,,,37.62194061,1.113528363,,,,,0,0,,,
1976,,3284000,7620,,"(1975,1980]",MDA,,,37.62194061,1.009955027,,,,,0,0,,,
1977,,3312000,7620,,"(1975,1980]",MDA,,,37.62194061,0.849004493,,,,,0,0,,,
1978,,3339000,7620,,"(1975,1980]",MDA,,,37.62194061,0.811912444,,,,,0,0,,,
1979,,3366000,7620,,"(1975,1980]",MDA,,,37.62194061,0.805373481,,,,,0,0,,,
1980,,3396000,7620,,"(1975,1980]",MDA,,,37.67590714,0.887317268,,,,,0,0,,,
1981,,3429000,7620,,"(1980,1985]",MDA,,,37.67529297,0.967040503,,,,,0,0,,,
1982,,3464000,7620,,"(1980,1985]",MDA,,,37.68481064,1.015531722,,,,,0,0,,,
1983,,3500000,7620,,"(1980,1985]",MDA,,,37.63538742,1.03389778,,,,,0,0,,,
1984,,3536000,7620,,"(1980,1985]",MDA,,,37.63300705,1.023317628,,,,,0,0,,,
1985,,3570000,7620,,"(1980,1985]",MDA,,,37.66343307,0.956945102,,,,,0,0,,,
1986,,3602000,7620,,"(1985,1990]",MDA,,,37.66672516,0.892365096,,,,,0,0,,,
1987,,3633000,7620,,"(1985,1990]",MDA,,,37.61242294,0.856950649,,,,,0,0,,,
1988,,3660000,7620,,"(1985,1990]",MDA,,,37.54947281,0.740439417,,,,,0,0,,,
1989,,3681000,7620,,"(1985,1990]",MDA,,,37.4777565,0.572130698,,,,,0,0,,,
1990,5.81e-06,3696000,7620,,"(1985,1990]",MDA,,,37.44916153,0.406669938,2.575507164,,,,0,0,,,
1991,5.62e-06,3704000,7620,,"(1990,1995]",MDA,,-3.336963233,37.42676926,0.2162163,2.595786333,,,,0,0,,,
1992,3.32e-06,3706000,7620,,"(1990,1995]",MDA,0.619791269,,37.52755356,0.053981108,2.616225004,0.255528286,0.044991214,0.160031786,0,0,,,
1993,3.39e-06,3701000,7620,,"(1990,1995]",MDA,0.511128843,1.953280315,38.58247375,-0.135007446,2.636824608,0.136467621,0.000536051,0.212922844,0,0,,,
1994,3.06e-06,3691000,7620,,"(1990,1995]",MDA,0.360195577,-10.02123514,39.15610504,-0.270562936,2.657586575,0.586106511,0.001287698,0.034473026,0,0,,,
1995,3.22e-06,3675099,7620,50,"(1990,1995]",MDA,0.379326552,4.968577378,48.90466309,-0.431735297,2.678512096,0.58319211,8.16e-05,0.03581583,0,0,,,
1996,3.17e-06,3667748,7620,50,"(1995,2000]",MDA,0.176680326,-1.623384365,54.42956924,-0.200222133,2.694856644,0.595746209,0.000204123,0.014687287,0,0,,,
1997,2.93e-06,3654208,7620,50,"(1995,2000]",MDA,0.12897256,-7.743824607,57.57220078,-0.369846949,2.71130085,0.576596003,0.000175975,0.016182765,0,0,,,
1998,2.63e-06,3652732,7620,50,"(1995,2000]",MDA,-0.027571566,-11.00617065,60.39471054,-0.040399949,2.72784543,0.521649293,0.000408726,0.017285914,0,0,,,
1999,2.15e-06,3647001,7620,50,"(1995,2000]",MDA,0.028730629,-20.02276009,57.18896866,-0.157019474,2.744490862,0.434942536,0.000208043,0.026609834,0,0,0.221531,,-0.364218
2000,2.33e-06,3639592,7620,50,"(1995,2000]",MDA,0.21488224,7.950135442,59.75812149,-0.203359857,2.761238098,0.375472566,0.000355721,0.02468265,0,0,0.1680482,,
2001,2.43e-06,3631462,7620,50,"(2000,2005]",MDA,-0.10528814,4.310002771,58.16181946,-0.223626544,2.778453588,0.406918371,8.68e-05,0.013425017,0,0,0.071829,,
2002,2.67e-06,3623062,7620,50,"(2000,2005]",MDA,-0.019708855,9.535711339,58.36395264,-0.231579736,2.795776129,0.429199592,0.000239388,0.009236858,0,0,-0.1320047,,
2003,2.97e-06,3612874,7620,50,"(2000,2005]",MDA,-0.092417188,10.52307732,59.36468124,-0.281594716,2.813206911,0.411739792,0.000321605,0.010685979,0,0,-0.3775333,,
2004,3.11e-06,3603945,7620,50,"(2000,2005]",MDA,0.033827666,4.645586265,58.82072067,-0.247449868,2.830746174,0.336474452,0.000664166,0.016142135,0,0,-0.4561146,,
2005,3.49e-06,3595187,7620,50,"(2000,2005]",MDA,0.053351883,11.38149045,59.37084961,-0.24330723,2.848395109,0.332832045,0.000481418,0.009594664,0,0,-0.2965995,-0.9215842,-0.9507462
2006,3.79e-06,3585209,7620,50,"(2005,2010]",MDA,-0.111575983,8.384843325,60.68557739,-0.277923569,2.890819073,0.275540959,0.004704802,0.021868505,0,0,-0.2404876,-0.7258847,-0.9331557
2007,3.9e-06,3576910,7620,50,"(2005,2010]",MDA,0.116379805,2.747073375,62.22467804,-0.231747161,2.933874846,0.23994086,0.000474051,0.037350077,0,0,-0.282215,-0.6696432,-0.8393954
2008,4.19e-06,3570108,7620,50,"(2005,2010]",MDA,0.063793339,7.186348625,61.48147964,-0.190345178,2.977571487,0.204376396,0.000887753,0.020366046,0,0,-0.4187395,-0.6417558,-0.5698745
2009,4.15e-06,3565604,7620,40,"(2005,2010]",MDA,0.052491721,-0.967744902,58.57588577,-0.126238295,3.021919489,0.294527534,0.001506549,0.014395068,0,0,-0.2793002,-0.64273,-0.8777583
2010,4.82e-06,3562045,7620,40,"(2005,2010]",MDA,0.127897307,15.02495268,58.87763977,-0.099864634,3.06692791,0.311913134,0.002505898,0.022867414,0,0,-0.2267165,-0.6105822,-0.7940728
2011,5.6e-06,3559986,7620,40,"(2010,2015]",MDA,0.111592062,15.08288545,59.83995438,-0.057820587,3.115653992,0.311061551,0.003188798,0.037241903,0,0,,,
2012,5.64e-06,3559519,7620,40,"(2010,2015]",MDA,0.100944139,0.619053145,59.59626007,-0.01311889,3.166239738,0.270374585,0.004184773,0.025880135,0,0,,,
2013,5.93e-06,3558566,7620,40,"(2010,2015]",MDA,0.137791872,5.103809842,60.57152939,-0.026776865,3.21877408,0.29985858,0.007285485,0.021816313,0,0,,,
2014,6.17e-06,3556397,7620,40,"(2010,2015]",MDA,-0.089869842,3.939466676,62.72180557,-0.060970101,3.273351669,0.325732548,0.003180284,0.010134907,0,0,,,
2015,,3554108,7620,40,"(2010,2015]",MDA,-0.106508598,,62.11967087,-0.064383615,,0.331222679,0.002929746,0.009694627,0,0,,,
2016,,3551954,7620,40,"(2015,2020]",MDA,-0.139369562,,,-0.060624297,,0.317965616,0.001850978,0.00560911,0,0,,,
1960,1.24e-06,5099373,1840,,"(1955,1960]",MDG,,,,,1.221850038,,,,0,0,,,
1961,1.26e-06,5223568,1840,,"(1960,1965]",MDG,,1.835243653,,2.406310231,1.221871734,,,,0,0,,,
1962,1.29e-06,5352503,1840,,"(1960,1965]",MDG,-0.793062389,2.385245795,,2.438360867,1.221893311,0.939263652,8.16e-05,0.013668558,0,0,,,
1963,1.25e-06,5486319,1840,,"(1960,1965]",MDG,-0.850272298,-3.415835029,,2.469323687,1.221914887,0.94479861,8.91e-05,0.012091579,0,0,,,
1964,1.24e-06,5625164,1840,,"(1960,1965]",MDG,-0.952664256,-0.465959822,,2.499256438,1.221936584,0.941185126,2.95e-05,0.011345111,0,0,,,
1965,1.2e-06,5769218,1840,,"(1960,1965]",MDG,-0.973882496,-3.212631897,,2.528643952,1.22195816,0.934990102,6.32e-05,0.012907333,0,0,,,
1966,1.22e-06,5918595,1840,,"(1965,1970]",MDG,-0.911017299,1.409423764,,2.556254691,1.221979737,0.909651172,0.011225904,0.009913697,0,0,,,
1967,1.24e-06,6073526,1840,,"(1965,1970]",MDG,-0.556627691,2.050387875,,2.584023639,1.222001433,0.867027765,0.039800228,0.007228386,0,0,,,
1968,1.3e-06,6234465,1840,,"(1965,1970]",MDG,-0.787815988,4.86098776,,2.615344347,1.22202301,0.895361359,0.033022868,0.004178952,0,0,,,
1969,1.31e-06,6401921,1840,,"(1965,1970]",MDG,-0.686579823,0.610951431,,2.650533206,1.222044587,0.856458632,0.037373164,0.017531786,0,0,,,
1970,1.34e-06,6576305,1840,,"(1965,1970]",MDG,-0.87818867,2.401773356,18.94054794,2.687493588,1.222066283,0.879990749,0.039300238,0.033218878,0,0,,,
1971,1.36e-06,6757850,1840,,"(1970,1975]",MDG,-0.946570039,0.821961083,19.20514679,2.723175467,1.224274993,0.887314368,0.036090631,0.030499385,0,0,,,
1972,1.31e-06,6946620,1840,,"(1970,1975]",MDG,-0.99687922,-3.188174796,15.6435461,2.755041821,1.226487756,0.902428134,0.042431208,0.026640486,0,0,,,
1973,1.24e-06,7142627,1840,,"(1970,1975]",MDG,-0.892569542,-5.605666769,15.37113476,2.782542551,1.228704572,0.872131902,0.051219596,0.022584153,0,0,,,
1974,1.21e-06,7345780,1840,,"(1970,1975]",MDG,-0.869443238,-2.434793334,16.47979355,2.804536282,1.230925322,0.803642682,0.09746272,0.034830992,0,0,,,
1975,1.18e-06,7556026,1840,,"(1970,1975]",MDG,-0.757768631,-2.341065648,16.36625481,2.821939193,1.233150125,0.862218161,0.086236967,0.044790962,0,0,,,
1976,1.16e-06,7773449,1840,,"(1975,1980]",MDG,-1.023947001,-2.271832205,14.3584013,2.836856203,1.235378981,0.823649006,0.098771362,0.054703223,0,0,,,
1977,1.14e-06,7998164,1840,,"(1975,1980]",MDG,-1.049897075,-1.172017844,15.32777691,2.849806271,1.237611771,0.866877524,0.061437096,0.030338609,0,0,,,
1978,1.08e-06,8230218,1840,,"(1975,1980]",MDG,-1.368002772,-5.42977651,14.71295071,2.860048745,1.239848614,0.907583806,0.023065014,0.030120843,0,0,,,
1979,1.11e-06,8469672,1840,,"(1975,1980]",MDG,-1.233260751,2.173301002,16.23263741,2.867928021,1.242089629,0.86379647,0.050163611,0.035990597,0,0,,,
1980,1.1e-06,8716553,1840,,"(1975,1980]",MDG,-1.233608603,-0.787550124,15.45967197,2.87320786,1.244334579,0.742584218,0.049117334,0.027426323,0,0,,,
1981,1.05e-06,8971345,1840,,"(1980,1985]",MDG,-1.172867179,-4.435899757,17.01605034,2.881174748,1.255468845,0.748632005,0.048068036,0.010830162,0,0,,,
1982,1.07e-06,9234129,1840,,"(1980,1985]",MDG,-1.421807647,2.097586704,17.14623451,2.887068501,1.266702771,0.753226063,0.05636734,0.016940866,0,0,,,
1983,1.13e-06,9504281,1840,,"(1980,1985]",MDG,-1.38136971,5.207934873,17.04854012,2.883603458,1.27803719,0.741436743,0.046900268,0.011230695,0,0,,,
1984,1.18e-06,9780872,1840,,"(1980,1985]",MDG,-0.974729598,4.59796934,20.18591309,2.868631294,1.289473057,0.739080891,0.014106175,0.018776206,0,0,,,
1985,1.25e-06,10063495,1840,,"(1980,1985]",MDG,-0.988457024,5.147198025,20.23418617,2.848587822,1.301011205,0.696223726,0.032989307,0.020754285,0,0,,,
1986,1.21e-06,10352120,1840,,"(1985,1990]",MDG,-1.439282894,-2.758581785,20.94907761,2.827680981,1.312652707,0.729473183,0.015504185,0.021155935,0,0,,,
1987,1.1e-06,10647754,1840,,"(1985,1990]",MDG,-1.469301105,-9.3651436,26.54174042,2.815764824,1.324398279,0.697792198,0.000263514,0.016579481,0,0,,,
1988,1.08e-06,10952395,1840,,"(1985,1990]",MDG,-1.410012722,-2.594454582,28.50601006,2.820917591,1.336248994,0.64071185,0.000106823,0.027129384,0,0,,,
1989,1.02e-06,11268658,1840,,"(1985,1990]",MDG,-1.397938728,-5.616149501,28.80828667,2.846708996,1.348205686,0.603307638,0.000216761,0.041234241,0,0,,,
1990,1.04e-06,11598633,1840,,"(1985,1990]",MDG,-0.376758188,1.880071466,26.0281353,2.886200258,1.360269427,0.562249371,0.002601943,0.028272249,0,0,0.1240195,-0.7690483,0.1696268
1991,9.6e-07,11942819,1840,,"(1990,1995]",MDG,-1.043587923,-7.578320062,28.15629196,2.924293091,1.377157092,0.550724751,0.008553025,0.030432552,0,0,0.1443493,-0.9153219,-0.0823022
1992,9.05e-07,12301336,1840,,"(1990,1995]",MDG,-1.334100842,-5.966462703,27.43485451,2.957769712,1.394254565,0.539213576,5.43e-05,0.011911776,0,0,-0.2936388,-1.189336,-0.3316129
1993,9.13e-07,12675460,1840,,"(1990,1995]",MDG,-1.070067525,0.908256833,27.25930214,2.995996637,1.411564231,0.503989449,0.002383613,0.012087274,0,0,0.07423,-1.187155,-0.0760587
1994,8.88e-07,13066543,1840,,"(1990,1995]",MDG,-1.103715301,-2.792355651,30.24993706,3.038715307,1.429088831,0.517264727,0.000233323,0.007309066,0,0,0.2572197,-1.213085,-0.0162924
1995,8.92e-07,13475400,1840,30,"(1990,1995]",MDG,-1.170388103,0.425719497,31.52334976,3.081080716,1.446831107,0.49227899,0.021511395,0.017944659,0,0,0.0962607,-1.179432,-0.5050015
1996,9.12e-07,13902688,1840,50,"(1995,2000]",MDG,-1.256703615,2.216068488,28.97501564,3.121640178,1.464793444,0.434588767,0.018141419,0.017911084,0,0,0.0941391,-1.377892,-0.3449031
1997,9.3e-07,14347854,1840,50,"(1995,2000]",MDG,-1.252734184,2.004791732,35.15267944,3.151818125,1.48297894,0.368391923,0.019443744,0.015331491,0,0,0.0607578,-1.294019,-0.3106191
1998,9.61e-07,14808791,1840,50,"(1995,2000]",MDG,-1.171467543,3.226054272,34.64172363,3.162060693,1.5013901,0.356050254,0.016633972,0.009231728,0,0,0.1399381,-1.06673,-0.305436
1999,9.85e-07,15282521,1840,50,"(1995,2000]",MDG,-1.100573421,2.464793713,34.79489517,3.148876612,1.520029902,0.316808354,0.015931793,0.003881519,0,0,0.1666344,-0.8786609,-0.2026671
2000,1e-06,15766806,1840,50,"(1995,2000]",MDG,-0.920875013,1.548788932,40.84062958,3.119708696,1.538901091,0.295602635,0.039869633,0.004797351,0,0,0.2281745,-0.7018884,-0.3381944
2001,1.03e-06,16260932,1840,50,"(2000,2005]",MDG,-1.28877306,2.8194689,42.72988129,3.085857705,1.548890591,0.313939216,0.023908806,0.003155448,0,0,0.2926633,-0.5236569,-0.2673914
2002,9.21e-07,16765117,1840,50,"(2000,2005]",MDG,-1.268639088,-10.99900977,42.87864685,3.053493767,1.558944941,0.323782282,0.017663466,0.002531417,0,0,-0.0506816,-0.5696628,-0.3343283
2003,1.01e-06,17279141,1840,50,"(2000,2005]",MDG,-1.245992422,9.524074712,41.00941849,3.019969277,1.569064498,0.401196846,0.026339496,0.003156382,0,0,-0.1779848,-0.5243217,-0.260055
2004,1.08e-06,17802997,1840,50,"(2000,2005]",MDG,-1.267250657,6.347311075,45.06604004,2.986676242,1.57924974,0.314191764,0.021495468,0.023025984,0,0,-0.2089276,-0.7855484,-0.5714854
2005,1.11e-06,18336724,1840,50,"(2000,2005]",MDG,-1.016606331,2.828996475,39.74436569,2.953901101,1.589501143,0.246547257,0.017938604,0.013727354,0,0,-0.098669,-0.7348055,-0.6184435
2006,6.56e-07,18880268,1840,50,"(2005,2010]",MDG,-0.954535127,,39.68981552,2.921153061,1.599819064,0.2267655,0.040033154,0.012506468,0,0,-0.3015237,-0.785462,-0.6415756
2007,5.34e-07,19433523,1840,50,"(2005,2010]",MDG,-0.847531199,-20.64038993,40.72196579,2.888220897,1.610203981,0.204008839,0.00874499,0.01718042,0,0,-0.2576478,-0.7862645,-0.6123161
2008,5.01e-07,19996469,1840,50,"(2005,2010]",MDG,-0.927744448,-6.326690881,40.49811172,2.855614346,1.620656371,0.174385767,0.03004158,0.024624557,0,0,-0.253707,-0.8520806,-0.7193776
2009,4.45e-07,20569121,1840,50,"(2005,2010]",MDG,-0.890789151,-11.95023283,40.82995987,2.823526265,1.631176472,0.217596025,0.014286323,0.026530434,0,0,-0.8385205,-0.9960189,-0.9543233
2010,6.46e-07,21151640,1840,45,"(2005,2010]",MDG,-0.724049032,,40.90132904,2.792647324,1.641764998,0.221722411,0.025793661,0.032414731,0,0,-0.8036076,-0.9658414,-1.156468
2011,1.35e-06,21743949,1840,40,"(2010,2015]",MDG,-0.805229843,,39.90327072,2.761806807,1.650684476,0.296184602,0.023039625,0.04163253,0,0,,,
2012,1.21e-06,22346573,1840,40,"(2010,2015]",MDG,-0.974836111,-10.95433374,41.69909668,2.733746404,1.659652352,0.265414014,0.024922963,0.112244408,0,0,,,
2013,1.12e-06,22961146,1840,40,"(2010,2015]",MDG,-0.859985948,-7.473163795,41.85393143,2.713050713,1.668668985,0.222525847,0.019527942,0.17491409,0,0,,,
2014,1.25e-06,23589801,1840,40,"(2010,2015]",MDG,-0.989025176,11.01375169,40.18716431,2.701097451,1.677734733,0.24115106,0.018383164,0.210340253,0,0,,,
2015,,24234088,1840,45,"(2010,2015]",MDG,-0.775740862,,38.57476807,2.694577946,,0.251510958,0.016065008,0.219234361,0,0,,,
2016,,24894551,1840,45,"(2015,2020]",MDG,-1.033133626,,,2.688870712,,0.308283448,0.013927881,0.159900418,0,0,,,
1960,,89887,14110,,"(1955,1960]",MDV,,,,,,,,,0,0,,,
1961,,92350,14110,,"(1960,1965]",MDV,,,,2.703238074,,,,,0,0,,,
1962,,94938,14110,,"(1960,1965]",MDV,,,,2.763834032,,,,,0,0,,,
1963,,97584,14110,,"(1960,1965]",MDV,,,,2.748949859,,,,,0,0,,,
1964,,100214,14110,,"(1960,1965]",MDV,,,,2.65943539,,,,,0,0,,,
1965,,102766,14110,,"(1960,1965]",MDV,,,,2.514665957,,,,,0,0,,,
1966,,105190,14110,,"(1965,1970]",MDV,,,,2.331367974,,,,,0,0,,,
1967,,107538,14110,,"(1965,1970]",MDV,,,,2.207603473,,,,,0,0,,,
1968,,109959,14110,,"(1965,1970]",MDV,,,,2.226329556,,,,,0,0,,,
1969,,112651,14110,,"(1965,1970]",MDV,,,,2.418697485,,,,,0,0,,,
1970,2.58e-06,115768,14110,,"(1965,1970]",MDV,-0.878622591,,58.71354294,2.729364454,1.71608603,0.896417115,0.00308903,0.05919456,0,0,,,
1971,2.65e-06,119378,14110,,"(1970,1975]",MDV,-1.379375577,2.858796408,58.71354294,3.070674094,1.722358704,1,0,0,0,0,,,
1972,2.63e-06,123441,14110,,"(1970,1975]",MDV,-1.018589854,-0.74542386,58.71354294,3.346837975,1.728654385,1,0,0,0,0,,,
1973,2.54e-06,127791,14110,,"(1970,1975]",MDV,0.041248053,-3.436238016,58.71354294,3.46328078,1.734972954,0.53529727,0.001461905,0.021212519,0,0,,,
1974,2.52e-06,132195,14110,,"(1970,1975]",MDV,-0.590440512,-0.949410305,58.71354294,3.388198829,1.741314769,0.993920171,0,0,0,0,,,
1975,2.26e-06,136519,14110,,"(1970,1975]",MDV,-0.754450321,-10.67531258,58.71354294,3.218569386,1.74767971,0.991242083,0,0.044372888,0,0,,,
1976,2.37e-06,140665,14110,,"(1975,1980]",MDV,-0.130002111,4.522266185,58.71354294,2.991737788,1.756551743,1,0,0,0,0,,,
1977,2.43e-06,144736,14110,,"(1975,1980]",MDV,-0.075857393,2.776151495,58.71354294,2.853021634,1.765468717,1,0,0,0,0,,,
1978,2.55e-06,148892,14110,,"(1975,1980]",MDV,-0.068647757,4.530005051,58.71354294,2.830981762,1.77443099,0.987889723,0,0,0,0,,,
1979,2.62e-06,153386,14110,,"(1975,1980]",MDV,-0.267902225,3.001412521,58.71354294,2.973640919,1.783438802,0.940668235,0,0.000429609,0,0,,,
1980,3.31e-06,158385,14110,,"(1975,1980]",MDV,0.296369463,23.21594324,58.90923309,3.207115783,1.79249227,0.130654798,0.001453502,0.000568019,0,0,,,
1981,3.09e-06,163935,14110,,"(1980,1985]",MDV,0.450925857,-6.806249689,62.01979828,3.444122987,1.798811436,0.135478536,7.27e-05,0,0,0,,,
1982,4.26e-06,169960,14110,,"(1980,1985]",MDV,-0.380358189,,67.16725159,3.609310745,1.805152893,0.152613702,0,0,0,0,,,
1983,3.27e-06,176356,14110,,"(1980,1985]",MDV,-0.074483402,-26.33920612,66.00797272,3.694156411,1.811516762,0.124021521,0,0,0,0,,,
1984,3.73e-06,182953,14110,,"(1980,1985]",MDV,-0.381010294,13.15815922,57.42386246,3.67246099,1.817903042,0.142176341,0,0.006381736,0,0,,,
1985,3.93e-06,189637,14110,,"(1980,1985]",MDV,0.472925454,5.231973345,54.86912537,3.588242921,1.824311733,0.230485915,3.83e-05,0.000130634,0,0,,,
1986,4.25e-06,196357,14110,,"(1985,1990]",MDV,-0.292882383,7.762144248,54.77131653,3.482271255,1.802015781,0.269424986,2.76e-05,0.000731271,0,0,,,
1987,4.79e-06,203124,14110,,"(1985,1990]",MDV,-0.357726932,11.85536926,59.43483734,3.388219898,1.779992342,0.228831231,0,0.000552476,0,0,,,
1988,5.11e-06,209885,14110,,"(1985,1990]",MDV,-0.948471785,6.546045463,56.91075516,3.274313168,1.758238077,0.335288103,0,0.000132142,0,0,,,
1989,5.46e-06,216595,14110,,"(1985,1990]",MDV,-0.945339262,6.701728867,59.63039398,3.14694886,1.736749649,0.317852287,0,0.00076558,0,0,,,
1990,6.19e-06,223215,14110,,"(1985,1990]",MDV,-0.400307447,12.48687653,60.04795456,3.010618228,1.715523839,0.268843178,0.000129736,0.000201685,0,0,,,
1991,6.48e-06,229754,14110,,"(1990,1995]",MDV,-0.401907712,4.519783703,58.65912628,2.887373876,1.693629265,0.23459897,0,0.000354901,0,0,,,
1992,6.2e-06,236190,14110,,"(1990,1995]",MDV,-0.873589754,-4.392462919,57.20853806,2.762739455,1.669983864,0.147548245,0,0.000736927,0,0,,,
1993,6.2e-06,242459,14110,,"(1990,1995]",MDV,-0.749521792,-0.028137902,55.53964615,2.619605805,1.646668792,0.160340525,0,0.000237074,0,0,,,
1994,6.33e-06,248433,14110,,"(1990,1995]",MDV,-0.691166878,2.076052575,57.35598755,2.434056756,1.623679042,0.155910558,8.21e-06,0.001161815,0,0,,,
1995,6.38e-06,254082,14110,,"(1990,1995]",MDV,-0.71965307,0.885042304,60.58573151,2.248385809,1.601010323,0.134524371,0,0.000687958,0,0,,,
1996,6.9e-06,259327,14110,,"(1995,2000]",MDV,-0.800346255,7.771397752,61.44797516,2.043276405,1.581285238,0.143549828,0.000283583,0.00063288,0,0,,,
1997,7e-06,264275,14110,,"(1995,2000]",MDV,-0.814451754,1.448761613,61.41357803,1.890041404,1.561803222,0.157972657,0,0.000513943,0,0,,,
1998,7.5e-06,269206,14110,,"(1995,2000]",MDV,-0.961227894,6.850606287,61.71099854,1.848665813,1.542561173,0.136230836,0,0.000150966,0,0,,,
